,date,mktrf,smb,hml,rf,year,month,umd,net_ret_ew,gross_ret_ew,net_ret_vw,gross_ret_vw
0,1984-01-31,-1.92,-0.37,7.57,0.76,198400.0,100.0,-2.56,-4.912430967044931,-4.839647279101669,-5.140813347497974,-5.079979300735534
1,1984-02-29,-4.82,-1.69,3.34,0.7100000000000001,198400.0,200.0,0.22,-2.8850212404418034,-2.8850212404418034,-2.8850212404418034,-2.8850212404418034
2,1984-03-30,0.63,0.07,0.4699999999999999,0.73,198400.0,300.0,1.0699999999999998,1.6497116553760591,1.6497116553760591,1.6497116553760591,1.6497116553760591
3,1984-04-30,-0.51,-1.16,1.1900000000000002,0.8100000000000002,198400.0,400.0,2.07,-1.2819572348830164,-1.209158089583871,-1.2316731970374521,-1.1674614503357397
4,1984-05-31,-5.970000000000001,0.07,0.29,0.7800000000000001,198400.0,500.0,1.51,-6.992355876785405,-6.992355876785405,-6.992355876785405,-6.992355876785405
5,1984-06-29,1.82,-0.31,-2.6599999999999997,0.75,198400.0,600.0,-0.7,1.3967889908256912,1.3967889908256912,1.3967889908256912,1.3967889908256912
6,1984-07-31,-2.74,-2.21,0.33,0.8199999999999998,198400.0,700.0,2.83,-3.8882692972478585,-3.815972549280379,-3.361417464538821,-3.2975498175235978
7,1984-08-31,10.280000000000001,-0.24,-1.7999999999999998,0.83,198400.0,800.0,-5.59,11.519341739291681,11.519341739291681,11.519341739291681,11.519341739291681
8,1984-09-28,-0.8,0.18,5.230000000000001,0.86,198400.0,900.0,3.62,-2.1473411454035336,-2.1473411454035336,-2.1473411454035336,-2.1473411454035336
9,1984-10-31,-0.84,-1.23,0.4699999999999999,1.0,198400.0,1000.0,3.16,-1.4137719700920721,-1.3431965732666755,-0.9607648477638179,-0.896484869756326
10,1984-11-30,-1.76,-0.63,4.04,0.73,198400.0,1100.0,1.6400000000000001,-1.6841345831938404,-1.6841345831938404,-1.6841345831938404,-1.6841345831938404
11,1984-12-31,1.8399999999999999,-0.56,-0.25,0.64,198400.0,1200.0,1.49,1.681937661286354,1.681937661286354,1.758881970785852,1.758881970785852
12,1985-01-31,7.99,3.3000000000000003,-5.33,0.65,198500.0,100.0,-6.819999999999999,9.403729357193322,9.482367177706148,9.271970266550767,9.340291520397997
13,1985-02-28,1.22,0.8,-0.1,0.58,198500.0,200.0,1.8800000000000001,-0.9305028954587076,-0.9305028954587076,-0.9305028954587076,-0.9305028954587076
14,1985-03-29,-0.84,-1.0699999999999998,4.07,0.62,198500.0,300.0,1.58,-2.3633858388132754,-2.3633858388132754,-2.3633858388132754,-2.3633858388132754
15,1985-04-30,-0.96,0.15,3.7199999999999998,0.72,198500.0,400.0,3.04,-1.8054583386188519,-1.7310138941744073,-1.5656608993028218,-1.496372609250259
16,1985-05-31,5.09,-2.22,-0.9399999999999998,0.66,198500.0,500.0,3.9899999999999998,3.1556050459430045,3.1556050459430045,3.1556050459430045,3.1556050459430045
17,1985-06-28,1.27,0.52,0.40999999999999986,0.5500000000000002,198500.0,600.0,3.5700000000000003,1.505205520552062,1.505205520552062,1.505205520552062,1.505205520552062
18,1985-07-31,-0.74,2.85,-1.6,0.62,198500.0,700.0,-3.91,0.2590390633190037,0.3366839908552356,0.1300857661429961,0.20104315675113826
19,1985-08-30,-1.02,-0.31,2.2800000000000002,0.5500000000000002,198500.0,800.0,1.8499999999999999,-2.236291612152945,-2.236291612152945,-2.236291612152945,-2.236291612152945
20,1985-09-30,-4.54,-1.59,1.29,0.6,198500.0,900.0,1.51,-4.784533491054264,-4.784533491054264,-4.784533491054264,-4.784533491054264
21,1985-10-31,4.02,-1.51,0.75,0.65,198500.0,1000.0,4.88,3.9911619559564895,4.062438551701172,4.505347439017488,4.574777247060402
22,1985-11-29,6.480000000000001,0.25,-2.8400000000000003,0.61,198500.0,1100.0,-0.4699999999999999,7.843155397787573,7.843155397787573,7.843155397787573,7.843155397787573
23,1985-12-31,3.88,-0.51,-1.54,0.65,198500.0,1200.0,-0.22999999999999998,3.81849053412723,3.81849053412723,3.4465478413450255,3.4465478413450255
24,1986-01-31,0.65,1.21,0.44,0.56,198600.0,100.0,3.0,1.6742303485404353,1.7579059437785303,2.1034976272543497,2.179723884509212
25,1986-02-28,7.13,-0.56,-0.77,0.53,198600.0,200.0,2.76,6.620995475256467,6.620995475256467,6.620995475256467,6.620995475256467
26,1986-03-31,4.88,-0.58,-0.37,0.6,198600.0,300.0,2.41,3.028090025827085,3.028090025827085,3.028090025827085,3.028090025827085
27,1986-04-30,-1.31,2.78,-2.86,0.52,198600.0,400.0,-0.36,-0.7817812708250198,-0.7021819118506608,-0.4241343831626958,-0.34632891913206004
28,1986-05-30,4.62,-1.35,-0.21,0.49,198600.0,500.0,2.0500000000000003,3.7741944584940796,3.7741944584940796,3.7741944584940796,3.7741944584940796
29,1986-06-30,1.03,-0.95,1.3,0.52,198600.0,600.0,5.07,-1.2984773898110962,-1.2984773898110962,-1.2984773898110962,-1.2984773898110962
30,1986-07-31,-6.45,-3.36,4.7,0.52,198600.0,700.0,1.8499999999999999,-7.95059588069724,-7.87249839642051,-7.3846253507399835,-7.305592480025262
31,1986-08-29,6.069999999999999,-4.17,3.51,0.45999999999999996,198600.0,800.0,-5.28,7.441882488153487,7.441882488153487,7.441882488153487,7.441882488153487
32,1986-09-30,-8.6,2.36,3.2199999999999998,0.4500000000000001,198600.0,900.0,-5.79,-9.285841158502096,-9.285841158502096,-9.285841158502096,-9.285841158502096
33,1986-10-31,4.66,-2.5,-1.4200000000000002,0.45999999999999996,198600.0,1000.0,4.46,4.6090125269842686,4.687110011260999,4.60190012000182,4.680923610018827
34,1986-11-28,1.17,-1.91,-0.07,0.38999999999999996,198600.0,1100.0,-0.26,2.0541784398393217,2.0541784398393217,2.0541784398393217,2.0541784398393217
35,1986-12-31,-3.27,0.13,0.36,0.49,198600.0,1200.0,0.35000000000000003,-1.7223683898490125,-1.7101889026695252,-2.771464837677542,-2.7655069628698263
36,1987-01-30,12.47,-1.81,-3.16,0.42,198700.0,100.0,2.1999999999999997,11.415743728036853,11.493313516811988,12.150854656484258,12.229261220566233
37,1987-02-27,4.389999999999999,3.49,-5.91,0.43,198700.0,200.0,-2.07,5.628378106639027,5.628378106639027,5.628378106639027,5.628378106639027
38,1987-03-31,1.6400000000000001,0.4500000000000001,1.6099999999999999,0.4699999999999999,198700.0,300.0,1.68,4.019164086687307,4.019164086687307,4.019164086687307,4.019164086687307
39,1987-04-30,-2.11,-1.69,-0.38999999999999996,0.44,198700.0,400.0,0.22,-2.0757295440896386,-1.9988783391650653,-1.6460224804817034,-1.5691520511666261
40,1987-05-29,0.11,-0.5,0.22999999999999998,0.38,198700.0,500.0,-0.74,1.0291068011643854,1.0291068011643854,1.0291068011643854,1.0291068011643854
41,1987-06-30,3.94,-2.12,1.04,0.48,198700.0,600.0,-0.25,2.732341197822134,2.732341197822134,2.732341197822134,2.732341197822134
42,1987-07-31,3.85,-0.66,0.73,0.45999999999999996,198700.0,700.0,2.6599999999999997,3.954948634288144,4.031654227147013,4.734890388962926,4.81106078467872
43,1987-08-31,3.52,-0.77,-0.95,0.4699999999999999,198700.0,800.0,-0.86,5.20671110859586,5.20671110859586,5.20671110859586,5.20671110859586
44,1987-09-30,-2.59,0.56,0.3,0.4500000000000001,198700.0,900.0,0.77,-0.458003841844078,-0.458003841844078,-0.458003841844078,-0.458003841844078
45,1987-10-30,-23.24,-8.4,4.2299999999999995,0.6,198700.0,1000.0,-7.86,-25.741910343883372,-25.666392811869194,-26.432619445914273,-26.3570765819595
46,1987-11-30,-7.77,2.75,2.96,0.35000000000000003,198700.0,1100.0,-1.17,-9.442552497678113,-9.442552497678113,-9.442552497678113,-9.442552497678113
47,1987-12-31,6.81,0.12,-4.389999999999999,0.38999999999999996,198700.0,1200.0,5.87,6.50292005181115,6.50292005181115,5.88565242957034,5.88565242957034
48,1988-01-29,4.21,-0.76,4.95,0.29,198800.0,100.0,-7.2700000000000005,2.2045961445020366,2.2893943041958966,1.9430809240790552,2.024288652120051
49,1988-02-29,4.75,3.34,-1.69,0.45999999999999996,198800.0,200.0,-1.47,4.988610642320858,4.988610642320858,4.988610642320858,4.988610642320858
50,1988-03-31,-2.27,6.140000000000001,0.74,0.44,198800.0,300.0,0.58,-3.2053970826580263,-3.2053970826580263,-3.2053970826580263,-3.2053970826580263
51,1988-04-29,0.56,0.98,1.63,0.45999999999999996,198800.0,400.0,2.2399999999999998,0.8450537926358366,0.928777788651557,1.0516255598002744,1.1320674826405468
52,1988-05-31,-0.29,-2.6100000000000003,2.42,0.51,198800.0,500.0,0.63,-0.5518488269147577,-0.5518488269147577,-0.5518488269147577,-0.5518488269147577
53,1988-06-30,4.79,2.1,-1.22,0.49,198800.0,600.0,-2.93,4.563852526926258,4.563852526926258,4.563852526926258,4.563852526926258
54,1988-07-29,-1.25,-0.26,2.17,0.51,198800.0,700.0,0.65,-2.2779083297785516,-2.1952446624741744,-2.0895348193073855,-2.010298648499262
55,1988-08-31,-3.3099999999999996,0.04,2.1,0.59,198800.0,800.0,0.35000000000000003,-4.037178301792272,-4.037178301792272,-4.037178301792272,-4.037178301792272
56,1988-09-30,3.3000000000000003,-1.3,-0.75,0.62,198800.0,900.0,0.27,1.8334274668376191,1.8334274668376191,2.831779461834864,2.831779461834864
57,1988-10-31,1.15,-2.92,1.69,0.61,198800.0,1000.0,1.3299999999999998,-0.22310891892944554,-0.1433873654092762,0.7294562350104622,0.808470422085697
58,1988-11-30,-2.29,-1.71,1.3,0.57,198800.0,1100.0,0.33,-2.100650579727806,-2.100650579727806,-2.796732373948702,-2.796732373948702
59,1988-12-30,1.49,1.97,-1.6099999999999999,0.63,198800.0,1200.0,0.49,1.453935030071425,1.453935030071425,1.5810082594684738,1.5810082594684738
60,1989-01-31,6.1,-2.22,0.62,0.5500000000000002,198900.0,100.0,-0.16,5.7724717228215745,5.871001699154654,6.6183717023912045,6.709528647753679
61,1989-02-28,-2.25,2.82,0.93,0.61,198900.0,200.0,0.9899999999999999,-1.7194523259650225,-1.7194523259650225,-2.2936040254201475,-2.2936040254201475
62,1989-03-31,1.5699999999999998,0.67,0.54,0.67,198900.0,300.0,3.51,-0.13775235204695385,-0.13775235204695385,-0.5510882443244528,-0.5510882443244528
63,1989-04-28,4.33,-0.6799999999999999,-1.4000000000000001,0.67,198900.0,400.0,1.77,4.809481936358937,4.909761663878997,4.7577153655431,4.848922221509364
64,1989-05-31,3.35,-0.05,-0.8699999999999999,0.79,198900.0,500.0,1.52,0.4702898854211126,0.4702898854211126,0.7074579442491803,0.7074579442491803
65,1989-06-30,-1.35,-1.02,2.23,0.7100000000000001,198900.0,600.0,0.43,-1.8296799924436609,-1.8296799924436609,-2.369210572813371,-2.369210572813371
66,1989-07-31,7.200000000000001,-4.16,-2.79,0.7,198900.0,700.0,5.390000000000001,6.41091862642516,6.508962576490202,6.9587671925124495,7.050502244754478
67,1989-08-31,1.44,0.56,0.6,0.74,198900.0,800.0,-0.12,0.8927082897983419,0.8927082897983419,0.9382739315598986,0.9382739315598986
68,1989-09-29,-0.76,0.32,-1.27,0.65,198900.0,900.0,3.4000000000000004,-1.786171985523691,-1.786171985523691,-1.4072094987544013,-1.4072094987544013
69,1989-10-31,-3.6700000000000004,-3.240000000000001,-1.11,0.6799999999999999,198900.0,1000.0,1.32,-4.651382107228977,-4.550005065941487,-4.327308924048155,-4.235159689666473
70,1989-11-30,1.03,-1.24,-1.09,0.69,198900.0,1100.0,2.6,0.35189517859697156,0.35189517859697156,0.27383268848493114,0.27383268848493114
71,1989-12-29,1.16,-2.37,0.16,0.61,198900.0,1200.0,2.8000000000000003,0.6062584971862133,0.6062584971862133,0.4525798474823889,0.4525798474823889
72,1990-01-31,-7.85,-1.25,0.8500000000000001,0.57,199000.0,100.0,-3.27,-7.971138523265879,-7.875635617591873,-7.375261887040209,-7.287570693651628
73,1990-02-28,1.11,0.97,0.64,0.57,199000.0,200.0,-0.54,0.10749058181813041,0.10749058181813041,-0.24918990751963574,-0.24918990751963574
74,1990-03-30,1.83,1.46,-2.92,0.64,199000.0,300.0,1.7999999999999998,2.4515946409763556,2.4515946409763556,2.6271897487537657,2.6271897487537657
75,1990-04-30,-3.36,-0.4500000000000001,-2.59,0.69,199000.0,400.0,2.39,-3.045873613193114,-2.9511651135851884,-3.323887052835957,-3.2360302434423476
76,1990-05-31,8.42,-2.56,-3.83,0.6799999999999999,199000.0,500.0,3.0300000000000002,7.519640533270689,7.519640533270689,10.016253854584269,10.016253854584269
77,1990-06-29,-1.09,1.3599999999999999,-1.9300000000000002,0.63,199000.0,600.0,2.4,0.19869070549761933,0.19869070549761933,0.5320361946518954,0.5320361946518954
78,1990-07-31,-1.9,-3.09,-0.04,0.6799999999999999,199000.0,700.0,6.140000000000001,-2.961330393936804,-2.86658297573268,-2.573484064041402,-2.4852097935943784
79,1990-08-31,-10.15,-3.56,1.6,0.66,199000.0,800.0,1.8800000000000001,-8.310339789992085,-8.310339789992085,-9.068947155496398,-9.068947155496398
80,1990-09-28,-6.12,-3.6700000000000004,0.61,0.6,199000.0,900.0,5.779999999999999,-5.532468640086254,-5.532468640086254,-5.784784127115501,-5.784784127115501
81,1990-10-31,-1.92,-5.53,0.0,0.6799999999999999,199000.0,1000.0,6.709999999999999,-3.1982182572168276,-3.104501090919809,-2.521841451545367,-2.4341889263644036
82,1990-11-30,6.35,0.4500000000000001,-2.97,0.57,199000.0,1100.0,-5.48,6.84575125113888,6.84575125113888,7.33871891955951,7.33871891955951
83,1990-12-31,2.46,0.8199999999999998,-1.63,0.6,199000.0,1200.0,0.29,3.020400617029923,3.0629006170299227,2.946253856133497,2.9675485529433736
84,1991-01-31,4.6899999999999995,3.83,-1.5699999999999998,0.52,199100.0,100.0,-6.45,6.491842135988854,6.593519629165194,6.8221933550560765,6.907201460717598
85,1991-02-28,7.19,3.9899999999999998,-0.63,0.48,199100.0,200.0,-4.61,7.119846215620799,7.221527631882181,7.5500536967198215,7.635038126135145
86,1991-03-28,2.65,3.9,-1.3,0.44,199100.0,300.0,2.87,3.4154628967422376,3.51714212745411,3.3710661270779867,3.4561354699672386
87,1991-04-30,-0.27999999999999997,0.48,1.4500000000000002,0.53,199100.0,400.0,-2.36,-1.248547808539127,-1.1468702368822128,-0.8467140667009022,-0.7616216952893231
88,1991-05-31,3.65,-0.4,-0.49,0.4699999999999999,199100.0,500.0,-0.11,4.198558077364136,4.300234301355337,4.4617630900199945,4.546541004430664
89,1991-06-28,-4.940000000000001,0.15,1.0699999999999998,0.42,199100.0,600.0,0.4699999999999999,-5.959296350662349,-5.857618487449706,-6.339845998758022,-6.255044176470798
90,1991-07-31,4.24,-0.9199999999999999,-1.32,0.49,199100.0,700.0,4.24,5.533486595684917,5.634678527018982,5.946679807722139,6.03159634625171
91,1991-08-30,2.32,1.59,-0.7800000000000001,0.45999999999999996,199100.0,800.0,1.5699999999999998,2.888668942605446,2.989856302439489,2.9323279640974205,3.0173404694978965
92,1991-09-30,-1.59,1.6400000000000001,-1.0699999999999998,0.45999999999999996,199100.0,900.0,1.79,-0.9649149019879301,-0.8637327301772342,-0.8926758969773754,-0.8076472987093269
93,1991-10-31,1.29,0.8100000000000002,-0.45999999999999996,0.42,199100.0,1000.0,3.06,1.9949901935171315,2.096167268211252,1.7171723635194411,1.802047108680987
94,1991-11-29,-4.19,-0.5,-1.8800000000000001,0.38999999999999996,199100.0,1100.0,1.1400000000000001,-4.694979646048003,-4.5938086509988985,-4.667842231028732,-4.583025086873764
95,1991-12-31,10.84,-2.2399999999999998,-4.18,0.38,199100.0,1200.0,8.19,12.142988551198192,12.225689741667223,12.627766250227468,12.707767007175006
96,1992-01-31,-0.59,8.46,4.7,0.33999999999999997,199200.0,100.0,-2.4899999999999998,0.33186530374791445,0.41388797307155434,-0.1741365671053443,-0.09391441967066855
97,1992-02-28,1.09,0.8699999999999999,6.47,0.27999999999999997,199200.0,200.0,-0.53,0.9528980857121533,1.034257307535485,1.0263795084153138,1.106499843600322
98,1992-03-31,-2.6599999999999997,-1.04,3.55,0.33999999999999997,199200.0,300.0,-0.29,-3.838031803231308,-3.7579857731568884,-3.902428434831024,-3.8222062859529156
99,1992-04-30,1.0699999999999998,-6.059999999999999,4.32,0.32,199200.0,400.0,-2.58,-1.7915844591179688,-1.711529193486354,-1.2561508787418592,-1.1760819984144026
100,1992-05-29,0.3,0.40999999999999986,1.1900000000000002,0.27999999999999997,199200.0,500.0,0.21,0.40543522881923405,0.4854912889639228,0.8392463377259577,0.9193262476617753
101,1992-06-30,-2.34,-3.0700000000000003,3.25,0.32,199200.0,600.0,-0.58,-3.688113694699169,-3.6105516808318963,-3.4553245130992747,-3.3753391127294328
102,1992-07-31,3.7699999999999996,-0.51,-0.5500000000000002,0.31,199200.0,700.0,1.59,3.3473771384578708,3.4249179674202024,3.162267952555895,3.2423884033353847
103,1992-08-31,-2.3800000000000003,-0.13999999999999999,-1.08,0.26,199200.0,800.0,-0.51,-2.709495182191439,-2.632431728605389,-2.775323904088696,-2.6952922528833607
104,1992-09-30,1.1900000000000002,0.49,-0.22999999999999998,0.26,199200.0,900.0,1.5,1.4903352021462626,1.5660712689197935,1.338448771732143,1.4183279603580836
105,1992-10-30,1.02,2.1,-1.9800000000000002,0.22999999999999998,199200.0,1000.0,2.48,2.1223806544031354,2.198076873998555,1.708080170257969,1.787907658476931
106,1992-11-30,4.130000000000001,3.7900000000000005,-1.4200000000000002,0.22999999999999998,199200.0,1100.0,-0.15,5.446767325044006,5.52244781850149,4.5389875927975245,4.618814698439379
107,1992-12-31,1.53,1.67,2.65,0.27999999999999997,199200.0,1200.0,4.31,1.7373620542232608,1.8367912594972995,1.7859338739315982,1.872034183112468
108,1993-01-29,0.93,1.8499999999999999,5.949999999999999,0.22999999999999998,199300.0,100.0,4.83,0.9585906399913515,1.0575138988710213,1.623546328127766,1.7098939917509368
109,1993-02-26,0.12,-3.49,6.4399999999999995,0.22,199300.0,200.0,3.1399999999999997,-2.339223168028675,-2.24068308176771,-1.6000852134477204,-1.513685189554042
110,1993-03-31,2.3,0.22999999999999998,1.1900000000000002,0.25,199300.0,300.0,3.73,2.6184360456058453,2.71672274525816,3.115722729962173,3.201941450996975
111,1993-04-30,-3.05,-0.6799999999999999,2.48,0.24,199300.0,400.0,0.38,-3.2443463125052903,-3.146062667379394,-1.8450417334135834,-1.7588418100005907
112,1993-05-28,2.8899999999999997,2.08,-3.5000000000000004,0.22,199300.0,500.0,0.22,3.7658785951764564,3.8641136711179316,4.610773728328305,4.696798355492585
113,1993-06-30,0.31,-0.26,2.7199999999999998,0.25,199300.0,600.0,4.55,0.041085908016279524,0.13931070768055157,0.7326297910897674,0.8186615550000583
114,1993-07-30,-0.33999999999999997,0.9000000000000001,2.82,0.24,199300.0,700.0,3.19,-0.457483161691997,-0.3592593042056358,-0.024789163386540254,0.06125904845697239
115,1993-08-31,3.71,0.13999999999999999,0.13999999999999999,0.25,199300.0,800.0,2.65,4.060165113894204,4.158373078041468,4.91923402672529,5.005237248424476
116,1993-09-30,-0.12,2.98,-0.35000000000000003,0.26,199300.0,900.0,3.37,0.9953914425362544,1.0937399231872746,1.1983466187445126,1.2841053797099575
117,1993-10-29,1.41,2.03,-2.78,0.22,199300.0,1000.0,-2.7199999999999998,0.9302512482967278,1.028767059673561,0.2934863027003258,0.3793073187576886
118,1993-11-30,-1.8900000000000001,-1.13,-0.66,0.25,199300.0,1100.0,-4.74,-2.435841695433501,-2.337585115138318,-3.1922615922718145,-3.106515767252474
119,1993-12-31,1.6500000000000001,1.2,0.27,0.22999999999999998,199300.0,1200.0,2.36,2.810423973857532,2.908304796695288,3.039189028151524,3.127373413790617
120,1994-01-31,2.87,0.51,1.28,0.25,199400.0,100.0,0.0,2.72401171794868,2.8227822796019186,3.572454920317731,3.6606940397354135
121,1994-02-28,-2.55,2.8000000000000003,-1.5599999999999998,0.21,199400.0,200.0,-0.3,-1.6005829545586108,-1.5018898556414368,-1.3387608592652132,-1.2501216420411791
122,1994-03-31,-4.78,-1.1400000000000001,1.55,0.27,199400.0,300.0,-1.27,-5.2784119796418985,-5.179067918833468,-5.088294966447729,-4.999537967814697
123,1994-04-29,0.6799999999999999,-0.9199999999999999,1.66,0.27,199400.0,400.0,0.38999999999999996,0.20040854979334238,0.3000575752805097,0.5171909098846013,0.6059994782046272
124,1994-05-31,0.58,-2.12,0.7,0.31,199400.0,500.0,-2.19,-0.3776863812952849,-0.2788215815654555,-0.9122356942009644,-0.824081226209532
125,1994-06-30,-3.0300000000000002,-0.4,1.67,0.31,199400.0,600.0,-0.8699999999999999,-3.7365155168585233,-3.6377944355545964,-4.327877707251079,-4.239560424174902
126,1994-07-29,2.82,-1.76,0.57,0.27999999999999997,199400.0,700.0,0.1,2.195676287367658,2.2951117733647255,2.2975977735063657,2.3860563763751146
127,1994-08-31,4.01,1.43,-2.5,0.37,199400.0,800.0,1.55,4.569764726864663,4.669215968157155,4.614907346730473,4.70341311044685
128,1994-09-30,-2.31,3.11,-1.8399999999999999,0.37,199400.0,900.0,1.31,-1.8517596750229397,-1.7529017453000044,-2.305438433790529,-2.2167642252165205
129,1994-10-31,1.34,-2.26,-1.63,0.38,199400.0,1000.0,1.49,1.232510305380974,1.331241995261861,2.3191498910796726,2.4076398090209965
130,1994-11-30,-4.04,0.31,-0.73,0.37,199400.0,1100.0,-0.18,-4.174664613630933,-4.07624433459432,-4.863478475073084,-4.774879029217133
131,1994-12-30,0.86,0.19,-0.09,0.44,199400.0,1200.0,3.4799999999999995,0.9131974294963457,1.0104076131981146,0.8033577804298864,0.8899765734904665
132,1995-01-31,1.7999999999999998,-3.44,2.5100000000000002,0.42,199500.0,100.0,-1.81,0.07697513715896427,0.17465722660553903,-1.1075126854242971,-1.0208749754152397
133,1995-02-28,3.63,-0.66,1.09,0.4,199500.0,200.0,-0.38999999999999996,3.5949535056192734,3.6922468198344203,4.029731303491737,4.116507498594048
134,1995-03-31,2.19,-0.21,-2.08,0.45999999999999996,199500.0,300.0,0.43,2.3408120107609953,2.4374810508777864,2.818810922331224,2.905704789033529
135,1995-04-28,2.11,-0.49,1.7000000000000002,0.44,199500.0,400.0,1.79,1.454556452879988,1.5509524672228685,2.85163870091882,2.9386254423501237
